X1,Y1,X2,Y2
14816.67,83716.66,14816.67,83716.66
14116.67,83950,14116.67,83950
13700,83700,13700,83700
12250,83750,12250,83750
12233.33,83750,12233.33,83750
13466.67,84783.34,13466.67,84783.34
11283.33,85850,11283.33,85850
13700,83700,13700,83700
11883.33,86250,11883.33,86250
14116.67,83650,14116.67,83650
14116.67,83650,14116.67,83650
13200,86766.66,13200,86766.66
12416.67,85850,12416.67,85850
14166.67,83316.66,14166.67,83316.66
11983.33,86316.66,11983.33,86316.66
13733.33,86700,13733.33,86700
13316.67,86150,13316.67,86150
12500,86283.34,12500,86283.34
12916.67,87500,12916.67,87500
12916.67,87500,12916.67,87500
12100,84900,12100,84900
11966.67,86316.66,11966.67,86316.66
12166.67,83033.34,12166.67,83033.34
12970.28,86045.55,12970.28,86045.55
12033.33,86350,12033.33,86350
12483.33,86983.34,12483.33,86983.34
12483.33,86983.34,12483.33,86983.34
12483.33,86983.34,12483.33,86983.34
14816.67,83716.66,14816.67,83716.66
12416.67,86850,12416.67,86850
13883.33,84566.66,13883.33,84566.66
11733.33,86200,11733.33,86200
13800,85866.66,13800,85866.66
13183.33,86166.66,13183.33,86166.66
11966.67,86316.66,11966.67,86316.66
13666.67,86116.66,13666.67,86116.66
13500,86383.34,13500,86383.34
11933.33,86183.34,11933.33,86183.34
11200,85516.66,11200,85516.66
12019.44,86072.78,12019.44,86072.78
12019.44,86072.78,12019.44,86072.78
13233.33,85933.34,13233.33,85933.34
12100,86216.66,12100,86216.66
12500,86833.34,12500,86833.34
12483.33,86883.34,12483.33,86883.34
12533.33,86816.66,12533.33,86816.66
12500,86833.34,12500,86833.34
12033.33,86466.66,12033.33,86466.66
11683.33,84450,11683.33,84450
12483.33,87050,12483.33,87050
11650,84433.34,11650,84433.34
12533.33,87050,12533.33,87050
13116.67,86166.66,13116.67,86166.66
11100,85216.66,11100,85216.66
12400,83733.34,12400,83733.34
12120,86121.95,12120,86121.95
13350,86266.66,13350,86266.66
14600,84750,14600,84750
13700,83516.66,13700,83516.66
12083.33,85900,12083.33,85900
14600,84433.34,14600,84433.34
12400,83733.34,12400,83733.34
12400,83733.34,12400,83733.34
12266.67,85383.34,12266.67,85383.34
14900,83600,14900,83600
14883.33,83700,14883.33,83700
13716.67,86133.34,13716.67,86133.34
12150,84216.66,12150,84216.66
14983.33,83166.66,14983.33,83166.66
12730.56,86125,12730.56,86125
11916.67,86483.34,11916.67,86483.34
12933.33,83533.34,12933.33,83533.34
12933.33,83533.34,12933.33,83533.34
12833.33,85816.66,12833.33,85816.66
11966.67,84616.66,11966.67,84616.66
12283.33,86066.66,12283.33,86066.66
12000,84733.34,12000,84733.34
12885.56,86081.95,12885.56,86081.95
12900,86650,12900,86650
12766.67,86033.34,12766.67,86033.34
13166.67,86816.66,13166.67,86816.66
11683.33,84950,11683.33,84950
12300,86600,12300,86600
12400,86816.66,12400,86816.66
12866.67,85550,12866.67,85550
12866.67,85550,12866.67,85550
12866.67,85550,12866.67,85550
12766.67,87383.34,12766.67,87383.34
13433.33,85250,13433.33,85250
14116.67,83950,14116.67,83950
11016.67,84400,11016.67,84400
11016.67,84400,11016.67,84400
12016.67,86000,12016.67,86000
12600,86150,12600,86150
12533.33,86400,12533.33,86400
12233.33,86550,12233.33,86550
12183.33,86516.66,12183.33,86516.66
12533.61,86227.78,12533.61,86227.78
12550,86816.66,12550,86816.66
12358.89,86050.28,12358.89,86050.28
12053.33,86076.95,12053.33,86076.95
12516.67,87200,12516.67,87200
12550,87233.34,12550,87233.34
12466.67,86200,12466.67,86200
12583.33,87283.34,12583.33,87283.34
12661.67,86437.22,12661.67,86437.22
12633.33,86883.34,12633.33,86883.34
12650,86866.66,12650,86866.66
12483.33,86016.66,12483.33,86016.66
12566.67,86183.34,12566.67,86183.34
12600,86233.34,12600,86233.34
12628.89,86135.55,12628.89,86135.55
12446.11,86040,12446.11,86040
12583.33,86133.34,12583.33,86133.34
12666.67,86866.66,12666.67,86866.66
12550,86816.66,12550,86816.66
12033.33,86016.66,12033.33,86016.66
12596.94,86352.78,12596.94,86352.78
12050,86150,12050,86150
12433.33,86850,12433.33,86850
12541.11,86579.45,12541.11,86579.45
12533.33,86016.66,12533.33,86016.66
12632.22,86543.61,12632.22,86543.61
12516.67,86050,12516.67,86050
12583.33,86100,12583.33,86100
12532.5,86019.72,12532.5,86019.72
12650,86700,12650,86700
12031.94,86020.84,12031.94,86020.84
12500,86016.66,12500,86016.66
12533.33,86050,12533.33,86050
12566.67,86316.66,12566.67,86316.66
12633.33,86250,12633.33,86250
12583.33,86516.66,12583.33,86516.66
12019.44,86072.78,12019.44,86072.78
12600,86550,12600,86550
12566.67,86016.66,12566.67,86016.66
12616.67,86533.34,12616.67,86533.34
12583.33,86400,12583.33,86400
12616.67,86700,12616.67,86700
12733.33,86216.66,12733.33,86216.66
12516.67,86050,12516.67,86050
12566.67,86416.66,12566.67,86416.66
11983.33,86316.66,11983.33,86316.66
11983.33,86316.66,11983.33,86316.66
12716.67,86300,12716.67,86300
12900,86233.34,12900,86233.34
12716.67,86300,12716.67,86300
12666.67,86583.34,12666.67,86583.34
12633.33,86066.66,12633.33,86066.66
11983.33,86516.66,11983.33,86516.66
11200,85516.66,11200,85516.66
13583.33,86233.34,13583.33,86233.34
13166.67,85716.66,13166.67,85716.66
13916.67,83483.34,13916.67,83483.34
13050,86250,13050,86250
13033.33,86616.66,13033.33,86616.66
12900,83583.34,12900,83583.34
12983.33,87483.34,12983.33,87483.34
11966.67,86016.66,11966.67,86016.66
13400,86550,13400,86550
12633.33,85650,12633.33,85650
12116.67,83816.66,12116.67,83816.66
12116.67,83816.66,12116.67,83816.66
12783.33,85433.34,12783.33,85433.34
12783.33,85433.34,12783.33,85433.34
13033.33,86233.34,13033.33,86233.34
12050,86133.34,12050,86133.34
14566.67,83616.66,14566.67,83616.66
14566.67,83616.66,14566.67,83616.66
12250,83750,12250,83750
12983.33,86483.34,12983.33,86483.34
12983.33,86483.34,12983.33,86483.34
13100,85916.66,13100,85916.66
12383.33,85516.66,12383.33,85516.66
12150,83966.66,12150,83966.66
13400,86550,13400,86550
12783.33,86000,12783.33,86000
12100,86583.34,12100,86583.34
11916.67,86516.66,11916.67,86516.66
13083.33,86633.34,13083.33,86633.34
11850,85950,11850,85950
11733.33,86100,11733.33,86100
12669.17,86091.11,12669.17,86091.11
12633.33,85933.34,12633.33,85933.34
12500,85866.66,12500,85866.66
13050,86250,13050,86250
12783.33,86016.66,12783.33,86016.66
14933.33,83250,14933.33,83250
14983.33,83166.66,14983.33,83166.66
14983.33,83166.66,14983.33,83166.66
14183.33,83550,14183.33,83550
14150,83466.66,14150,83466.66
14716.67,84150,14716.67,84150
14716.67,84083.34,14716.67,84083.34
13033.33,85633.34,13033.33,85633.34
11800,86333.34,11800,86333.34
12450,83733.34,12450,83733.34
12483.33,83750,12483.33,83750
12450,83733.34,12450,83733.34
11350,85983.34,11350,85983.34
12633.33,86233.34,12633.33,86233.34
12266.67,85933.34,12266.67,85933.34
11833.33,86333.34,11833.33,86333.34
12192.78,86369.16,12192.78,86369.16
12633.33,86233.34,12633.33,86233.34
12266.67,85933.34,12266.67,85933.34
14033.33,83383.34,14033.33,83383.34
11683.33,86383.34,11683.33,86383.34
12283.33,86533.34,12283.33,86533.34
14916.67,83600,14916.67,83600
14916.67,83600,14916.67,83600
14016.67,84583.34,14016.67,84583.34
14316.67,85166.66,14316.67,85166.66
12083.33,84000,12083.33,84000
12800,85133.34,12800,85133.34
12083.33,84000,12083.33,84000
14400,83883.34,14400,83883.34
12450,85750,12450,85750
12000,83750,12000,83750
14750,83416.66,14750,83416.66
14750,83416.66,14750,83416.66
14750,83883.34,14750,83883.34
14750,83883.34,14750,83883.34
14750,83883.34,14750,83883.34
14750,83883.34,14750,83883.34
14750,83883.34,14750,83883.34
14750,83883.34,14750,83883.34
13483.33,85916.66,13483.33,85916.66
12850,85966.66,12850,85966.66
12850,85966.66,12850,85966.66
11216.67,85616.66,11216.67,85616.66
12866.67,84183.34,12866.67,84183.34
12166.67,86350,12166.67,86350
11500,85883.34,11500,85883.34
13533.33,85916.66,13533.33,85916.66
12100,85216.66,12100,85216.66
12100,85216.66,12100,85216.66
12616.67,85866.66,12616.67,85866.66
12133.33,86583.34,12133.33,86583.34
12116.67,86566.66,12116.67,86566.66
11900,86116.66,11900,86116.66
11950,86100,11950,86100
11916.67,86100,11916.67,86100
11950,86183.34,11950,86183.34
12116.67,86500,12116.67,86500
12566.67,86600,12566.67,86600
12544.44,86546.66,12544.44,86546.66
12983.33,84383.34,12983.33,84383.34
12900,83533.34,12900,83533.34
11516.67,83783.34,11516.67,83783.34
13883.33,83466.66,13883.33,83466.66
12900,83533.34,12900,83533.34
12466.67,87116.66,12466.67,87116.66
12333.33,85950,12333.33,85950
12583.33,83750,12583.33,83750
12450,83733.34,12450,83733.34
12116.67,84116.66,12116.67,84116.66
13566.67,86166.66,13566.67,86166.66
12666.67,85650,12666.67,85650
12616.67,87233.34,12616.67,87233.34
12566.67,85650,12566.67,85650
11483.33,85516.66,11483.33,85516.66
12566.67,85850,12566.67,85850
12650,85483.34,12650,85483.34
14783.33,83816.66,14783.33,83816.66
13783.33,85400,13783.33,85400
12650,85650,12650,85650
14366.67,83950,14366.67,83950
14300,83216.66,14300,83216.66
14283.33,85250,14283.33,85250
11500,86166.66,11500,86166.66
14400,83783.34,14400,83783.34
14100,83550,14100,83550
14733.33,84750,14733.33,84750
12850,85650,12850,85650
14733.33,84750,14733.33,84750
13683.33,86316.66,13683.33,86316.66
12200,84283.34,12200,84283.34
12666.67,86950,12666.67,86950
13783.33,85400,13783.33,85400
13250,86766.66,13250,86766.66
13250,86766.66,13250,86766.66
13250,86833.34,13250,86833.34
11516.67,85850,11516.67,85850
11783.33,86283.34,11783.33,86283.34
12783.33,85950,12783.33,85950
11966.67,86483.34,11966.67,86483.34
11516.67,85850,11516.67,85850
13633.33,86516.66,13633.33,86516.66
14883.33,83633.34,14883.33,83633.34
13266.67,86666.66,13266.67,86666.66
14883.33,83633.34,14883.33,83633.34
13566.67,86350,13566.67,86350
13650,84833.34,13650,84833.34
11200,83850,11200,83850
11783.33,86283.34,11783.33,86283.34
11783.33,86283.34,11783.33,86283.34
12366.67,86750,12366.67,86750
12366.67,86750,12366.67,86750
13633.33,86633.34,13633.33,86633.34
13633.33,86633.34,13633.33,86633.34
11716.67,86050,11716.67,86050
14666.67,84700,14666.67,84700
12066.67,86100,12066.67,86100
11683.33,84700,11683.33,84700
13500,84216.66,13500,84216.66
13500,84216.66,13500,84216.66
11616.67,86316.66,11616.67,86316.66
11616.67,86316.66,11616.67,86316.66
11616.67,86200,11616.67,86200
11816.67,86200,11816.67,86200
11816.67,86200,11816.67,86200
12700,86816.66,12700,86816.66
13050,85700,13050,85700
11783.33,85966.66,11783.33,85966.66
14983.33,83166.66,14983.33,83166.66
12033.33,86466.66,12033.33,86466.66
11966.67,85166.66,11966.67,85166.66
13050,86583.34,13050,86583.34
12019.44,86072.78,12019.44,86072.78
12127.78,86064.45,12127.78,86064.45
12669.17,86091.11,12669.17,86091.11
12727.22,86380.84,12727.22,86380.84
12627.78,86702.5,12627.78,86702.5
12632.22,86543.61,12632.22,86543.61
12632.22,86543.61,12632.22,86543.61
12797.22,86987.5,12797.22,86987.5
12851.11,86099.45,12850,86100
12168.89,86034.72,12166.67,86033.34
12533.33,86016.66,12532.5,86019.72
12634.72,86012.5,12633.33,86016.66
12031.94,86020.84,12033.33,86016.66
12538.06,86048.89,12533.33,86050
12971.67,86002.5,12966.67,86000
12694.44,86718.61,12700,86716.66
12162.5,86755,12166.67,86750
12054.17,86705.28,12050,86700
12916.67,86033.34,12912.78,86025.84
12411.11,86618.34,12405.56,86611.66
12575.56,86011.95,12583.33,86016.66
12308.89,86052.5,12300,86050
12775.83,86030.55,12766.67,86033.34
12158.89,86344.16,12166.67,86350
12192.78,86369.16,12183.33,86366.66
12916.67,86016.66,12912.78,86025.84
12553.06,86978.34,12543.06,86978.89
12575.56,86011.95,12566.67,86016.66
12158.89,86344.16,12150,86350
12543.06,86978.89,12533.33,86983.34
12275.28,86842.5,12283.33,86850
12616.67,86700,12627.78,86702.5
12586.67,86505.55,12583.33,86516.66
12544.44,86546.66,12533.33,86550
12492.22,86357.5,12500,86366.66
12179.17,86041.11,12168.89,86034.72
12350,86216.66,12338.61,86212.22
12473.06,86042.5,12481.39,86051.66
12883.33,86550,12886.94,86538.05
12275.28,86842.5,12266.67,86833.34
12772.5,86009.16,12783.33,86016.66
12979.44,86029.45,12992.78,86030.28
12162.5,86755,12150,86750
12066.67,86700,12054.17,86705.28
12233.33,86416.66,12239.17,86429.16
12741.94,86013.05,12735,86000.84
12772.5,86009.16,12783.33,86000
12120,86121.95,12133.33,86116.66
12586.67,86505.55,12600,86500
12797.22,86987.5,12783.33,86983.34
12553.06,86978.34,12566.67,86983.34
12666.67,86583.34,12674.44,86570.84
12613.06,86557.22,12600,86550
12992.78,86030.28,13000,86016.66
12127.78,86064.45,12113.89,86057.22
12070.83,86481.95,12066.67,86466.66
12192.78,86369.16,12200,86383.34
12411.11,86618.34,12416.67,86633.34
12902.5,86059.16,12916.67,86066.66
12308.89,86052.5,12316.67,86066.66
12730.56,86125,12716.67,86116.66
12993.06,86001.95,13000,86016.66
12950,86466.66,12933.89,86462.78
14800,83750,14800,83733.34
12516.67,85900,12516.67,85916.66
11366.67,85800,11366.67,85783.34
12016.67,85983.34,12016.67,86000
12666.67,87083.34,12666.67,87100
12216.67,85883.34,12216.67,85900
11966.67,86000,11966.67,85983.34
12500,86850,12500,86833.34
12000,86316.66,12000,86300
12650,87216.66,12650,87200
11383.33,85916.66,11383.33,85900
12550,85483.34,12550,85500
11833.33,86300,11833.33,86316.66
12083.33,86283.34,12083.33,86300
12533.33,86883.34,12533.33,86900
11833.33,86083.34,11833.33,86100
14766.67,83850,14766.67,83833.34
12716.67,87100,12716.67,87116.66
12850,86116.66,12850,86100
14983.33,83450,14983.33,83466.66
11616.67,85950,11616.67,85966.66
11450,85850,11450,85833.34
12683.33,86816.66,12683.33,86800
12750,85866.66,12750,85850
11900,86100,11900,86083.34
11900,86100,11900,86116.66
11433.33,85833.34,11433.33,85850
14633.33,84533.34,14633.33,84550
12116.67,86516.66,12116.67,86500
11566.67,85850,11566.67,85833.34
14366.67,85216.66,14366.67,85200
11950,86100,11950,86083.34
11950,86150,11950,86133.34
12633.33,86966.66,12633.33,86950
12516.67,86533.34,12516.67,86550
11866.67,86450,11866.67,86466.66
12500,86450,12500,86433.34
12166.67,86416.66,12166.67,86400
13816.67,86183.34,13816.67,86200
12150,85850,12150,85833.34
11800,86150,11800,86166.66
12983.33,85750,12983.33,85733.34
12566.67,86050,12566.67,86033.34
11800,86466.66,11800,86450
11800,86400,11800,86383.34
13050,86033.34,13050,86050
11850,85150,11850,85166.66
11733.33,86016.66,11733.33,86000
11900,86500,11900,86483.34
11900,86500,11900,86516.66
11733.33,86333.34,11733.33,86350
12916.67,85950,12916.67,85966.66
11950,86166.66,11950,86150
12516.67,86600,12516.67,86616.66
12150,86166.66,12150,86150
11700,86250,11700,86233.34
12566.67,85833.34,12566.67,85850
12700,87250,12700,87233.34
13783.33,86566.66,13783.33,86550
12683.33,86783.34,12683.33,86800
11766.67,86183.34,11766.67,86200
11983.33,86300,11983.33,86283.34
11750,86033.34,11750,86050
12983.33,86316.66,12983.33,86300
11533.33,86050,11533.33,86066.66
12616.67,87016.66,12616.67,87000
12433.33,86733.34,12433.33,86750
11750,86066.66,11750,86050
11766.67,86200,11766.67,86216.66
11816.67,86133.34,11816.67,86150
12450,86950,12450,86966.66
12850,87200,12850,87183.34
11483.33,85933.34,11483.33,85950
14133.33,85450,14133.33,85466.66
11816.67,86000,11816.67,85983.34
12550,87150,12550,87166.66
12016.67,86266.66,12016.67,86250
11616.67,86116.66,11616.67,86100
11816.67,85950,11816.67,85933.34
11916.67,86216.66,11916.67,86200
11733.33,86200,11733.33,86216.66
12616.67,87300,12616.67,87283.34
12550,86866.66,12550,86850
12400,86816.66,12400,86800
12233.33,86083.34,12233.33,86100
11300,85833.34,11300,85850
12083.33,86266.66,12083.33,86250
12450,86933.34,12450,86950
14700,84750,14700,84733.34
14650,84550,14650,84566.66
11533.33,85916.66,11533.33,85900
13316.67,84433.34,13316.67,84450
11633.33,86216.66,11633.33,86200
13066.67,85916.66,13066.67,85900
12583.33,87116.66,12583.33,87100
11783.33,86000,11783.33,86016.66
11500,85700,11500,85683.34
11933.33,86300,11933.33,86283.34
11933.33,86483.34,11933.33,86500
11250,85850,11250,85866.66
12883.33,86700,12883.33,86716.66
12883.33,85100,12883.33,85116.66
12600,86950,12600,86933.34
12716.67,85566.66,12716.67,85550
12666.67,85483.34,12666.67,85500
11866.67,86416.66,11866.67,86400
12916.67,86533.34,12916.67,86550
12050,86250,12050,86266.66
11933.33,86566.66,11933.33,86550
13233.33,86283.34,13233.33,86300
11516.67,86050,11516.67,86033.34
12283.33,86616.66,12283.33,86600
11600,86183.34,11600,86200
11550,85950,11550,85933.34
11900,86200,11900,86183.34
12083.33,86150,12083.33,86166.66
12383.33,85683.34,12383.33,85700
12750,85700,12750,85716.66
11883.33,86233.34,11883.33,86250
12033.33,86250,12033.33,86266.66
11950,86250,11950,86266.66
11500,85800,11500,85816.66
11800,86216.66,11800,86200
13016.67,86333.34,13016.67,86350
11683.33,86216.66,11683.33,86200
11650,86133.34,11650,86150
12850,86500,12850,86516.66
11883.33,86000,11883.33,85983.34
13450,86716.66,13450,86700
13050,86283.34,13050,86300
12300,86050,12300,86033.34
11816.67,85966.66,11816.67,85950
12683.33,86216.66,12683.33,86200
12833.33,86400,12833.33,86416.66
12533.33,85783.34,12533.33,85800
12416.67,86850,12416.67,86833.34
12366.67,86883.34,12366.67,86900
12450,86833.34,12450,86850
12750,86416.66,12750,86400
11766.67,85833.34,11766.67,85850
11983.33,85966.66,11983.33,85950
11966.67,86016.66,11966.67,86000
11716.67,86216.66,11716.67,86200
11750,86150,11750,86166.66
11633.33,85950,11633.33,85933.34
11816.67,86200,11816.67,86183.34
11783.33,86183.34,11783.33,86200
11566.67,86150,11566.67,86166.66
11850,86216.66,11850,86200
11866.67,86050,11866.67,86033.34
12833.33,85683.34,12833.33,85700
12066.67,86300,12066.67,86316.66
12066.67,86300,12066.67,86283.34
11883.33,86250,11883.33,86266.66
12616.67,86700,12616.67,86683.34
12066.67,86200,12066.67,86216.66
12616.67,86766.66,12616.67,86750
11766.67,86133.34,11766.67,86150
11916.67,86250,11916.67,86233.34
11466.67,85900,11466.67,85883.34
12350,86800,12350,86816.66
12350,86800,12350,86783.34
12233.33,86550,12233.33,86566.66
12666.67,86866.66,12666.67,86850
12433.33,86850,12433.33,86833.34
11650,86350,11650,86333.34
11600,85933.34,11600,85950
12116.67,84466.66,12116.67,84450
12900,83583.34,12900,83600
12633.33,85650,12633.33,85666.66
12933.33,86866.66,12933.33,86850
12783.33,87066.66,12783.33,87050
12050,86133.34,12050,86150
11733.33,86100,11733.33,86083.34
12383.33,87000,12383.33,86983.34
12383.33,87000,12383.33,87016.66
11683.33,86183.34,11683.33,86200
11900,86300,11900,86316.66
12633.33,86233.34,12633.33,86250
12616.67,86983.34,12616.67,87000
12566.67,86916.66,12566.67,86900
11800,86250,11800,86266.66
11950,86100,11950,86116.66
11916.67,86100,11916.67,86083.34
12100,86600,12100,86583.34
12566.67,85850,12566.67,85866.66
14300,83650,14300,83633.34
11516.67,85850,11516.67,85866.66
12783.33,85950,12783.33,85966.66
11516.67,85850,11516.67,85833.34
11983.33,86350,11983.33,86333.34
11716.67,86333.34,11716.67,86350
12633.33,86900,12633.33,86883.34
12700,85150,12700,85133.34
14083.33,83583.34,14066.67,83583.34
14383.33,85200,14366.67,85200
13816.67,86200,13833.33,86200
12083.33,86383.34,12066.67,86383.34
12666.67,85933.34,12683.33,85933.34
12783.33,87133.34,12766.67,87133.34
12483.33,86283.34,12466.67,86283.34
12416.67,86800,12433.33,86800
11516.67,85966.66,11533.33,85966.66
12533.33,86550,12516.67,86550
11983.33,85983.34,11966.67,85983.34
12483.33,86150,12466.67,86150
13366.67,83566.66,13383.33,83566.66
12466.67,87116.66,12483.33,87116.66
11516.67,85900,11533.33,85900
12566.67,86716.66,12583.33,86716.66
11766.67,86150,11783.33,86150
11883.33,86266.66,11866.67,86266.66
11766.67,86016.66,11783.33,86016.66
14966.67,83533.34,14983.33,83533.34
12733.33,87183.34,12716.67,87183.34
12933.33,85833.34,12916.67,85833.34
12466.67,85750,12483.33,85750
12566.67,86900,12583.33,86900
12633.33,87083.34,12616.67,87083.34
12883.33,86433.34,12866.67,86433.34
12033.33,86266.66,12016.67,86266.66
11566.67,85650,11583.33,85650
13016.67,86083.34,13033.33,86083.34
12116.67,85850,12133.33,85850
11916.67,86216.66,11933.33,86216.66
12866.67,86716.66,12883.33,86716.66
12183.33,85850,12166.67,85850
12683.33,87083.34,12666.67,87083.34
12733.33,86516.66,12716.67,86516.66
11916.67,86283.34,11933.33,86283.34
12083.33,86266.66,12066.67,86266.66
13466.67,84166.66,13483.33,84166.66
14466.67,83283.34,14483.33,83283.34
13133.33,86333.34,13116.67,86333.34
12933.33,86616.66,12916.67,86616.66
12433.33,85700,12416.67,85700
12833.33,86316.66,12816.67,86316.66
12283.33,85083.34,12266.67,85083.34
12933.33,85866.66,12916.67,85866.66
12583.33,87116.66,12566.67,87116.66
11816.67,86100,11833.33,86100
12933.33,85616.66,12916.67,85616.66
11933.33,86483.34,11916.67,86483.34
12666.67,87166.66,12683.33,87166.66
12516.67,86983.34,12533.33,86983.34
12383.33,86866.66,12366.67,86866.66
11866.67,85950,11883.33,85950
12716.67,87333.34,12733.33,87333.34
12516.67,85716.66,12533.33,85716.66
13066.67,86450,13083.33,86450
11666.67,86216.66,11683.33,86216.66
12716.67,86783.34,12733.33,86783.34
12966.67,86300,12983.33,86300
11666.67,86133.34,11683.33,86133.34
11783.33,86233.34,11766.67,86233.34
12416.67,86933.34,12433.33,86933.34
12716.67,86883.34,12733.33,86883.34
11666.67,85866.66,11683.33,85866.66
12816.67,85266.66,12833.33,85266.66
12616.67,85900,12633.33,85900
12183.33,86400,12166.67,86400
12933.33,86533.34,12916.67,86533.34
12266.67,86683.34,12283.33,86683.34
11683.33,86166.66,11666.67,86166.66
12066.67,86283.34,12083.33,86283.34
13583.33,86233.34,13566.67,86233.34
11533.33,85833.34,11516.67,85833.34
11716.67,86216.66,11733.33,86216.66
12583.33,85916.66,12566.67,85916.66
12533.33,85900,12516.67,85900
12616.67,85650,12633.33,85650
11966.67,86483.34,11983.33,86483.34
11783.33,86183.34,11766.67,86183.34
11833.33,86183.34,11816.67,86183.34
11883.33,86050,11866.67,86050
11833.33,85933.34,11816.67,85933.34
12583.33,87066.66,12566.67,87066.66
12416.67,86850,12433.33,86850
11966.67,86316.66,11983.33,86316.66
12333.33,84233.34,12316.67,84233.34
12616.67,87150,12633.33,87150
12566.67,87033.34,12583.33,87033.34
12466.67,85700,12483.33,85700
12583.33,87233.34,12566.67,87233.34
12533.33,86050,12516.67,86050
12116.67,84466.66,12133.33,84466.66
11966.67,86016.66,11983.33,86016.66
12783.33,86916.66,12766.67,86916.66
11866.67,86000,11883.33,86000
14716.67,84083.34,14733.33,84083.34
12883.33,85583.34,12866.67,85583.34
11316.67,85766.66,11333.33,85766.66
11666.67,86300,11683.33,86300
11933.33,86366.66,11916.67,86366.66
12366.67,86833.34,12383.33,86833.34
11716.67,86333.34,11733.33,86333.34
12366.67,86750,12383.33,86750
12066.67,86100,12083.33,86100
11566.67,85583.34,11583.33,85583.34
11616.67,86200,11633.33,86200
13400,83566.66,13383.33,83566.66
13000,85733.34,12983.33,85733.34
11800,85933.34,11783.33,85933.34
13450,86533.34,13466.67,86533.34
11833.33,85983.34,11850,85983.34
12416.67,86766.66,12400,86766.66
13133.33,86100,13150,86100
11650,85950,11666.67,85950
12250,86083.34,12266.67,86083.34
11950,86216.66,11933.33,86216.66
13200,85916.66,13183.33,85916.66
12416.67,86800,12400,86800
12766.67,87383.34,12750,87383.34
11900,86516.66,11916.67,86516.66
13250,85833.34,13266.67,85833.34
11983.33,86550,12000,86550
11866.67,86416.66,11850,86416.66
12716.67,87100,12700,87100
12850,86116.66,12866.67,86116.66
12533.33,87166.66,12550,87166.66
12450,86966.66,12466.67,86966.66
12500,86283.34,12516.67,86283.34
12750,86616.66,12733.33,86616.66
11450,85833.34,11433.33,85833.34
11616.67,85950,11600,85950
12350,86816.66,12333.33,86816.66
12350,86700,12366.67,86700
12933.33,85566.66,12950,85566.66
12716.67,85550,12700,85550
12683.33,86816.66,12700,86816.66
11800,86466.66,11783.33,86466.66
11933.33,86116.66,11950,86116.66
11683.33,86033.34,11700,86033.34
11266.67,85866.66,11250,85866.66
12833.33,85466.66,12850,85466.66
12400,86833.34,12416.67,86833.34
12383.33,87016.66,12400,87016.66
11866.67,86450,11850,86450
11866.67,86266.66,11850,86266.66
12166.67,86416.66,12150,86416.66
12150,85850,12166.67,85850
12483.33,86816.66,12500,86816.66
12000,86216.66,11983.33,86216.66
11816.67,86400,11800,86400
11816.67,86150,11800,86150
13050,86283.34,13066.67,86283.34
12000,86216.66,12016.67,86216.66
11500,85683.34,11483.33,85683.34
12833.33,86266.66,12850,86266.66
12900,85966.66,12916.67,85966.66
14966.67,83533.34,14950,83533.34
12600,86933.34,12583.33,86933.34
11916.67,86433.34,11900,86433.34
14733.33,84083.34,14750,84083.34
12566.67,86216.66,12550,86216.66
12316.67,86183.34,12300,86183.34
12866.67,86533.34,12850,86533.34
12383.33,85916.66,12400,85916.66
12866.67,85233.34,12850,85233.34
12316.67,84300,12300,84300
12700,87250,12683.33,87250
12816.67,85516.66,12800,85516.66
12300,86683.34,12283.33,86683.34
11466.67,86083.34,11450,86083.34
12000,86300,11983.33,86300
12350,86783.34,12333.33,86783.34
11900,85933.34,11916.67,85933.34
11750,86066.66,11766.67,86066.66
12950,85800,12966.67,85800
12600,86450,12616.67,86450
12700,87166.66,12683.33,87166.66
12750,86183.34,12733.33,86183.34
12700,86516.66,12716.67,86516.66
12700,86516.66,12683.33,86516.66
12850,85900,12866.67,85900
12966.67,85766.66,12950,85766.66
12683.33,87333.34,12700,87333.34
11550,85933.34,11566.67,85933.34
13050,86300,13033.33,86300
11866.67,85916.66,11850,85916.66
12933.33,85866.66,12950,85866.66
12666.67,87216.66,12650,87216.66
12616.67,87283.34,12600,87283.34
11550,85833.34,11566.67,85833.34
12066.67,86266.66,12050,86266.66
12083.33,84216.66,12100,84216.66
11633.33,86066.66,11650,86066.66
12500,85983.34,12483.33,85983.34
12450,86933.34,12433.33,86933.34
11933.33,86333.34,11950,86333.34
14650,84550,14633.33,84550
12900,83583.34,12916.67,83583.34
12600,87016.66,12616.67,87016.66
12666.67,86533.34,12650,86533.34
12250,86083.34,12233.33,86083.34
12150,86033.34,12166.67,86033.34
12416.67,87016.66,12400,87016.66
11933.33,85950,11950,85950
12750,85666.66,12733.33,85666.66
12700,87200,12683.33,87200
11933.33,86300,11950,86300
12950,85366.66,12966.67,85366.66
12750,85916.66,12733.33,85916.66
11900,85983.34,11883.33,85983.34
11750,86100,11766.67,86100
12516.67,86983.34,12500,86983.34
11866.67,85950,11850,85950
12016.67,86316.66,12000,86316.66
11850,86316.66,11866.67,86316.66
12400,86866.66,12383.33,86866.66
12666.67,85483.34,12650,85483.34
11716.67,86133.34,11700,86133.34
12900,85916.66,12916.67,85916.66
12050,86250,12033.33,86250
11783.33,86366.66,11800,86366.66
12066.67,86316.66,12050,86316.66
12516.67,85716.66,12500,85716.66
12050,86666.66,12066.67,86666.66
